sample_model,sample_platform,opcode,logical_id,slice_id,channel,chip,die,plane,issue_ns,channel_start_ns,channel_end_ns,array_start_ns,array_end_ns,complete_ns
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,1,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,2,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,3,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,4,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,5,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,6,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,13,-1,7,1,0,1,393328.000,393328.000,393584.000,393584.000,423584.000,423584.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,0,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,1,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,2,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,3,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,4,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,5,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,6,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,14,-1,7,0,1,1,423584.000,423584.000,423840.000,423840.000,453840.000,453840.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,0,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,1,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,2,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,3,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,4,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,5,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,6,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_COMPUTE,15,-1,7,1,1,1,453840.000,453840.000,454096.000,454096.000,484096.000,484096.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,0,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,1,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,2,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,3,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,4,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,5,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,6,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,0,7,1,1,0,453840.000,454096.000,458192.000,-1.000,-1.000,458192.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,0,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,1,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,2,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,3,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,4,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,5,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,6,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,1,7,1,1,0,453840.000,458192.000,462288.000,-1.000,-1.000,462288.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,0,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,1,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,2,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,3,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,4,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,5,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,6,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,2,7,1,1,0,453840.000,462288.000,466384.000,-1.000,-1.000,466384.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,0,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,1,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,2,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,3,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,4,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,5,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,6,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
opt_6_7b,cam_llm_s,READ_SLICE,3,3,7,1,1,0,453840.000,466384.000,470480.000,-1.000,-1.000,470480.000
